akni:nǫˀ	a-k-hni:nǫ-ˀ		factual-I.a-buy-punctual	‘I did buy it’	akní:nǫˀ	a-k-hní:nǫ-ˀ		
hado:wa:s	h-ado:wa:t-s		he.a-hunt-habitual	'he is a hunter'	hadó:wa:s	h-adó:wa:t-s		
ęha:do:wa:t	ę-h-a:do:wa:t-.		future-he.a-hunt-ø.punctual	'he will hunt'	ęha:dó:wa:t	ę-h-a:dó:wa:t-ø		
gi̲hsa:s	g-i̲hsa:k-s		I.a-look.for-habitual	'I am looking for it'	gi̲hsa:s	g-i̲hsa:k-s		
ęgihsa:k	ę-g-ihsa:k-.		future-I.a-look-ø.punctual	'I will look for it'	ęgíhsa:k	ę-g-íhsa:k-ø		
gadinǫ̲hweˀs	gadi-nǫ̲hwe-ˀs		they.animals-like-habitual	‘they (animals) like it’	gadinǫ̲hweˀs	gadi-nǫ̲hwe-ˀs		
hęgiˀdrǫ:daˀk	h-ę-g-iˀdrǫ:-d-aˀk		translocative-future-I.a-live-causative-modalizer	'where I will live'	hęgiˀdrǫ́:daˀk	h-ę-g-iˀdrǫ́:-d-aˀk		
ehe:yǫhs	e-ihey-ǫhs		she.a-die-habitual	'she is dying, on her death bed'	ehé:yǫhs	e-ihey-ǫhs		
gi̲he:yǫhs	g-ihey-ǫhs		I.a-die-habitual	'I am dying'	gi̲hé:yǫhs	g-ihey-ǫhs		
egeˀahsrǫni:ˀ	e-geˀa-hsrǫ:ni-h		she.a-hair-fix-habitual	‘she is a hairdresser’	egeˀahsrǫni:ˀ	e-geˀa-hsrǫ́:ni-h		
gi̲he:yǫhs	g-ihe:y-ǫhs		I.a-die-habitual	'I am dying'	gi̲hé:yǫhs	g-ihé:y-ǫhs		
hanǫhsǫ:nih	ha-nǫhs-ǫ:ni-h		he.a-house-build-habitual	‘he is a carpenter’	hanǫhsǫ:nih	ha-nǫhs-ǫ́:ni-h		
dǫdaęˀ	dǫda-e-e-ˀ		dualic.factual.cislocative-she.a-go-punctual	'she is coming back'	dǫdáęˀ	dǫdá-e-e-ˀ		
dǫda:geˀ	dǫda:-g-e-ˀ		dualic.factual.cislocative-I.a-go-punctual	'I am coming back'	dǫdá:geˀ	dǫdá:-g-e-ˀ		
ętgaęˀ	ę-t-gae-e-ˀ		future-cislocative-they(females)-go-punctual	'they (f / m) will come'	ętgáęˀ	ę-t-gáe-e-ˀ		
ęteˀ	ę-t-h-e-ˀ		future-cislocative-he.a-go-punctual	'he will come this way'	ęteˀ	ę-t-h-e-ˀ		
i:yę:	i:-ye-e-:		prothetic-she.a-want-stative	'she wants'	í:yę:	í:-ye-e-:		
ihse:	i-hs-e-:		prothetic-you(one).a-want-stative	'you want'	ihse:	i-hs-e-:		
gǫ:yǫˀ	gǫ:-y-ǫ-ˀ		I:you-Y-give-punctual	‘I will give you’	gǫ́:yǫˀ	gǫ́:-y-ǫ-ˀ		
ęhswa:yǫˀ	ę-hswa:-y-ǫ-ˀ		future-you(all).a-Y-give-punctual	‘you will give it’	ęhswá:yǫˀ	ę-hswá:-y-ǫ-ˀ		
hęnehehk	hęn-e-he-hk		they(males).a-think-habitual-former	'they (males) were thinking'	hęnéhehk	hęn-é-he-hk		
hadiˀnhahgyaˀs	hadi-ˀnhahg-yaˀk-s		they(males).a-log-cut-habitual	‘loggers’	hadíˀnhahgyaˀs	hadí-ˀnhahg-yaˀk-s		
hone:ˀǫ:	hon-e:ˀ-ǫ:		they(males).o-will-stative	'they (males) have willed, decided it'	honé:ˀǫ:	hon-é:ˀ-ǫ:		
hodi:yęˀ	hodi:-yę-ˀ		they(males).o-lie-stative	‘they (m) have’; ‘they have lain’	hodí:yęˀ	hodí:-yę-ˀ		
gaęnaˀ	ga-ęn-aˀ		it.a-song-nsf	‘song’	gáęnaˀ	gá-ęn-aˀ		
shǫgwaęnawi̲hshǫˀ	shǫgwa-ęn-awi̲h-shǫˀ		he:us-song-give-pluralizer.stative	‘he has given us songs’	shǫgwaęnáwi̲hshǫˀ	shǫgwa-ęn-áwi̲h-shǫˀ		
sheho:wih	she-hro:wi-h		you:her-tell-pronunciation.h	‘tell her’	shehó:wih	she-hró:wi-h		
ęga:thro:wiˀ	ę-g-a:t-hro:wi-ˀ		future-I.a-semireflexive-tell-punctual	‘I will tell’	ęga:thró:wiˀ	ę-g-a:t-hró:wi-ˀ		
ęgakhyadǫ:ˀ	ę-g-ak-hyadǫ-:ˀ		future-I.a-semireflexive-write-punctual	‘I will have a reading’	ęgákhyadǫ:ˀ	ę-g-ák-hyadǫ-:ˀ		
ęgathyadǫ:ˀ	ę-g-at-hyadǫ-:ˀ		future-I.a-semireflexive-write-punctual	‘I will have a reading’	ęgáthyadǫ:ˀ	ę-g-át-hyadǫ-:ˀ		
gyodoˀkda̲ˀǫh	g-yo-d-oˀkd-a̲-ˀǫh		cislocative-it.o-semireflexive-end-joinerA-stative	‘it is lacking’	gyodóˀkda̲ˀǫh	g-yo-d-óˀkd-a̲-ˀǫh		
dawado̲ˀkdęˀ	d-a-w-ad-o̲ˀkd-ęˀ		cislocative-factual-it.a-semireflexive-end-punctual	‘it lacked’; ‘it was not enough’	dawádo̲ˀkdęˀ	d-a-w-ád-o̲ˀkd-ęˀ		
ga̲ˀdrehdagwe:gǫh	ga̲-ˀdrehd-a-gwe:gǫh		it.a-car-joinerA-all	‘all the cars’	ga̲ˀdrehdagwé:gǫh	ga̲-ˀdrehd-a-gwé:gǫh		
oˀdrehdatgiˀ	o-ˀdrehd-a-tgiˀ		it.o-car-joinerA-dirty/ugly	‘ugly car’	oˀdréhdatgiˀ	o-ˀdréhd-a-tgiˀ		
onęhętgiˀ	o-nęhę-tgiˀ		it.o-corn-dirty/ugly	‘dirty corn’	onę́hętgiˀ	o-nę́hę-tgiˀ		
ga̲ˀdrehde:s	ga̲-ˀdrehd-e:s		it.a-car-long	‘it is a long car’	ga̲ˀdréhde:s	ga̲-ˀdréhd-e:s		
ga̲ˀdrehdi:yo:	ga̲-ˀdrehd-i:yo:		it.a-car-nice	‘it is a nice car’	ga̲ˀdrehdí:yo:	ga̲-ˀdrehd-í:yo:		
nigaˀdre̲hdu:ˀuh	ni-ga-ˀdre̲hd-u:ˀuh		partitive-it.a-car-small	‘it is a small car’	nigaˀdre̲hdú:ˀuh	ni-ga-ˀdre̲hd-ú:ˀuh		
akyęda̲hkwaˀ	akyęd-a-hkwaˀ		sit-joinerA-instrumental	'chair'	akyę́da̲hkwaˀ	akyę́d-a-hkwaˀ		
ehyadǫ̲hkwaˀ	e-hyadǫ̲-hkwaˀ		someone-write-instrumental	'writing implement (pen, pencil, etc.)'	ehyádǫ̲hkwaˀ	e-hyádǫ̲-hkwaˀ		
ga̲ˀdrehdaęˀ	ga̲-ˀdrehd-a-ęˀ		it.a-car-joinerA-lie	‘one parked car’	ga̲ˀdréhdaęˀ	ga̲-ˀdréhd-a-ęˀ		
ga:yęˀ	ga:-yęˀ		it.a-lie.stative	‘it is lying on the ground’	gá:yęˀ	gá:-yęˀ		
węˀnihsga:ˀ	w-ęˀnihsga:-ˀ		it.a-wheel-noun.stem.former	‘a wheel’	węˀníhsga:ˀ	w-ęˀníhsga:-ˀ		
wę̲ˀnihsgaǫt	w-ę̲ˀnihsga-ǫt		it.a-wheel-attached	‘it has one wheel’	wę̲ˀníhsgaǫt	w-ę̲ˀníhsga-ǫt		
o:ga:ˀ	o:-ga:-ˀ		it.o-price-noun.stem.former	‘a price’	ó:ga:ˀ	ó:-ga:-ˀ		
ogaot	o-ga-ot		it.o-price-stand	‘a debt’	ogáot	o-gá-ot		
sa̲hohdęgyǫhǫgyeˀ	sa̲-ho-hdęgy-ǫh-ǫ-gy-e-ˀ		repetitive-he.o-leave-stative-joinerA-progressive-go-stative	'he is on his way home'	sa̲hohdęgyǫ́hǫgyeˀ	sa̲-ho-hdęgy-ǫ́h-ǫ-gy-e-ˀ		
agade̲ˀgwęhęgyeˀ	ag-ade̲-ˀgw-ęh-ę-gy-e-ˀ		I.a-semireflexive-run.away-stative-joinerA-progressive-go-stative	'I am running away again’	agade̲ˀgwę́hęgyeˀ	ag-ade̲-ˀgw-ę́h-ę-gy-e-ˀ		
go̲hsganye̲ha:gyeˀ	go̲-hsganye̲-h-a:-gy-e-ˀ		she.o-shuffle-pronunciation.h-joinerA-progressive-go-stative	'she is shuffling along’	go̲hsganye̲há:gyeˀ	go̲-hsganye̲-h-á:-gy-e-ˀ		
agyǫdi̲ha:gyeˀ	ag-yǫdi̲-h-agy-e-ˀ		I.a-smile-pronunciation.h-joinerA-progressive-go-stative	'I am going along smiling'	agyǫdi̲há:gyeˀ	ag-yǫdi̲-h-ágy-e-ˀ		
dęsehehdawęnye:ˀ	d-ę-se-hehd-a-węnye-:ˀ		dualic-future-you(one).a-joinerE-earth-joiner-stir-punctual	‘you will tend or till your garden’	dęsehehdáwęnye:ˀ	d-ę-se-hehd-á-węnye-:ˀ		
seda:kseˀ	s-e-da:kse-ˀ		you(one).a-joinerE-run-stative	'you are running'	sedá:kseˀ	s-e-dá:kse-ˀ		
i:se:k	i:-s-e:-k		prothetic-you(one).a-joinerE-eat.punctual	'eat it!'	í:se:k	í:-s-e:-k		
segǫhsa̲ˀgeh	s-e-gǫhs-a̲ˀgeh		you(one).a-joinerE-face-on	'on your face'	segǫ́hsa̲ˀgeh	s-e-gǫ́hs-a̲ˀgeh		
ęse:gęˀ	ę-s-e:-gę-ˀ		future-you(one).a-joinerE-see-punctual	'you will see'	ęsé:gęˀ	ę-s-é:-gę-ˀ		
ęhsewayę:nę:daˀ	ę-hs-e-wayę:nę:d-aˀ		future-you(one).a-joinerE-complete-punctual	'you will complete'	ęhsewayę:nę́:daˀ	ę-hs-e-wayę:nę́:d-aˀ		
syę:sehs	s-yę:se-hs		you(one).a-skin-habitual	‘you skin animals all the time’	syę́:sehs	s-yę́:se-hs		
snętsaˀgeh	s-nęts-aˀgeh		you(one).a-arm-on	'on your arm'	snętsáˀgeh	s-nęts-áˀgeh		
sǫtsaˀgeh	s-ǫts-aˀgeh		you(one).a-knee-on	'on your knee'	sǫtsáˀgeh	s-ǫts-áˀgeh		
sheho:wih	she-hro:wi-h		you:her-tell-pronunciation.h	‘tell her’	SHehó:wih	she-hró:wi-h		
sga̲ˀahdra:t	s-ga̲-ˀahdr-a:-t		repetitive-it.a-basket-joiner-stand.stative	‘one basket’	SGa̲ˀáhdra:t	s-ga̲-ˀáhdr-a:-t		
swa̲hdega:ˀgeh	swa̲-hdega:-ˀgeh		you(all).a-ribs-on	‘on your ribs’	SWa̲hdegá:ˀgeh	swa̲-hdegá:-ˀgeh		
onǫnyaędagyeˀ	o-nǫny-a-ę-d-a-gy-e-ˀ		it.o-ice-joinerA-lie.stative-pronunciation.D-joinerA-progressive-go-stative	'it is freezing'	onǫnyáędagyeˀ	o-nǫny-á-ę-d-a-gy-e-ˀ		
onǫnyaęˀ	o-nǫny-a-ęˀ		it.o-ice-joinerA-lie.stative	'it is frozen'	onǫ́nyaęˀ	o-nǫ́ny-a-ęˀ		
awęnowaęda:gyeˀ	aw-ęnowaę-d-a:-gy-e-ˀ		it.o-sink-pronunciation.D-joinerA-progressive-go-stative	'it is sinking'	awęnowaędá:gyeˀ	aw-ęnowaę-d-á:-gy-e-ˀ		
ęwęnǫwaęˀ	ę-w-ęnǫwaę-ˀ		future-it.a-sink-punctual	'it will sink'	ęwęnǫwáęˀ	ę-w-ęnǫwáę-ˀ		
tgiˀdrǫ:daˀk	t-g-iˀdrǫ:-d-a-ˀk		cislocative-I.a-live.stative-pronunciation.D-joinerA-past	'where I lived'	tgiˀdrǫ́:daˀk	t-g-iˀdrǫ́:-d-a-ˀk		
tgiˀdrǫˀ	t-g-iˀdrǫ-ˀ		cislocative-I.a-live-stative	'where I live, reside' shęh ‘that’	tgiˀdrǫˀ	t-g-iˀdrǫ-ˀ		
agadowihshę:daˀk	ag-ad-owihshę:-d-a-ˀk		I.o-semireflexive-rest.stative-pronunciation.D-joinerA-past	'I did have a rest'	agadowihshę́:daˀk	ag-ad-owihshę́:-d-a-ˀk		
agadowishęˀ	ag-ad-owishę-ˀ		I.o-semireflexive-rest-stative	'I have rested'	agadowíshęˀ	ag-ad-owíshę-ˀ		
gǫ:yǫˀ	gǫ:-y-ǫ-ˀ		I:you-pronunciation.Y-give-punctual	‘I will give you’	gǫ́:yǫˀ	gǫ́:-y-ǫ-ˀ		
sheyahǫ:dǫ:	she-y-ahǫ:dǫ:		you:her-pronunciation.Y-ask-ø.aspect	‘ask her!’	sheyahǫ́:dǫ:	she-y-ahǫ́:dǫ:		
degaǫwęhda:s	de-gaǫ-w-ęhda:-s		dualic-they-pronunciation.W-run-habitual	‘they (females or mixed group) run’	degaǫwę́hda:s	de-gaǫ-w-ę́hda:-s		
da:gaǫwę̲hda:t	d-a:-gaǫ-w-ę̲hda:t-.		dualic-indefinite-they-pronunciation.W-run-ø.punctual	‘they (females or mixed group) might run’	da:gáǫwę̲hda:t	d-a:-gáǫ-w-ę̲hda:t-ø		
dewagę̲hda:dǫh	de-wag-ę̲hda:d-ǫh		dualic-I.o-run-stative	‘I have run’	dewagę̲hdá:dǫh	de-wag-ę̲hdá:d-ǫh		
i:se:k	i:-s-e:-k		prothetic-you(one).a-joinerE-eat.punctual	‘you eat it!’	í:se:k	í:-s-e:-k		
a:se:k	a:-s-e:-k		indefinite-you(one).a-joinerE-eat.punctual	‘you should eat it’	á:se:k	á:-s-e:-k		
ę:se:k	ę:-s-e:-k		future-you(one).a-joinerE-eat.punctual	‘you will eat it’	ę́:se:k	ę́:-s-e:-k		
ikne:	i-kn-e:		pronunciation.I-we.two.inclusive.a-think.stative	'you and I want, think’	ikne:	i-kn-e:		
akne:	akn-e:		we.two.exclusive.a-think.stative	'we two (not you) want, think’	akne:	akn-e:		
idwe:	i-dw-e:		pronunciation.I-we.all.inclusive.a-think.stative	'we all (including you) want, think’	idwe:	i-dw-e:		
agwe:	agw-e:		we.all.exclusive.a-think.stative	'we all (not you) want, think’	agwe:	agw-e:		
ihe:	i-h-e:		pronunciation.I-he.a-think.stative	'he wants, thinks’	ihe:	i-h-e:		
hę:ne:	hę:n-e:		they(males).a-think.stative	'they (males) want, think’	hę́:ne:	hę́:n-e:		
i:geˀs	i:-g-e-ˀs		pronunciation.I-I.a-go-habitual	'I am here'	í:geˀs	í:-g-e-ˀs		
ihsgeˀs	i-hs-g-e-ˀs		pronunciation.I-repetitive-I.a-go-habitual	'I amback home'	ihsgeˀs	i-hs-g-e-ˀs		
i:drah	i:-d-rah		pronunciation.I-you(one).a-spread	'spread it on'	í:drah	í:-d-rah		
i:ga:ˀ	i:-ga:ˀ		pronunciation.I-it.contain.stative	'it contains'	í:ga:ˀ	í:-ga:ˀ		
i:ga:t	i:-ga:-t		pronunciation.I-it.a-stand.stative	'it is standing'	í:ga:t	í:-ga:-t		
i:gye:t	i:-g-ye:-t		pronunciation.I-cislocative-she.a-stand.stative	'she is standing over there'	í:gye:t	í:-g-ye:-t		
ihe:	i-h-e:		pronunciation.I-he.a-want.stative	'he wants it'	ihe:	i-h-e:		
ihse:	i-hs-e:		pronunciation.I-you(one).a-want.stative	'you want'	ihse:	i-hs-e:		
ikda:s	i-k-dahsd		pronunciation.I-I.a-string.up.habitual	'I am stringing or draping it'	ikda:s	i-k-dahsd		
ita:t	i-t-ha:-t		pronunciation.I-cislocative-he.a-stand.stative	'he is standing over there'	ita:t	i-t-ha:-t		
i:yoˀ	i:-y-oˀ		pronunciation.I-it.o-submerged.stative	'it is in the water'	í:yoˀ	í:-y-oˀ		
i:yǫ:s	i:-y-ǫ:s		pronunciation.I-it.o-long.stative	'it is long'	í:yǫ:s	í:-y-ǫ:s		
ihse:hah	i-hs-e-:hah		pronunciation.I-you(one).a-think.stative-diminutive	'you (s) gloat'	ihsé:hah	i-hs-é-:hah		
ihe:hah	i-h-e-:hah		pronunciation.I-he.a-think.stative-diminutive	'he thinks highly of himself'	ihé:hah	i-h-é-:hah		
ige:hah	i-g-e-:hah		pronunciation.I-I.a-think.stative-diminutive	'I am gloating, boastful'	igé:hah	i-g-é-:hah		
tiwa:gǫ:ni:	ti-wa:g-ǫ:ni-:		contrastive-I.a-make-stative	‘I have made it in place of something else, replaced it’	tiwa:gǫ́:ni:	ti-wa:g-ǫ́:ni-:		
gwahsdǫho:nǫˀ	gwahsdǫ-ho:nǫˀ		ø.prefix-boston	'Americans'	Gwahsdǫhó:nǫˀ	gwahsdǫ-hó:nǫˀ		
gwahsdǫhonǫˀgeh	gwahsdǫ-honǫ-ˀgeh		ø.prefix-boston-populative-on	'United States'	Gwahsdǫhonǫˀgeh	gwahsdǫ-honǫ-ˀgeh		
gwahsdǫhonǫˀge̲ho:nǫˀ	gwahsdǫh-honǫh-ˀge̲-ho:nǫˀ		ø.prefix-boston-populative-on-populative	'United States citizen'	Gwahsdǫhonǫˀge̲hó:nǫˀ	gwahsdǫh-honǫh-ˀge̲-hó:nǫˀ		
oyajiho:nǫˀ	o-ya-ji-ho:nǫˀ		it.o-other-intensifier-populative	'stranger, alien'	oyajihó:nǫˀ	o-ya-ji-hó:nǫˀ		
oya:jih	o-ya:-jih		it.o-other-intensifier	'another type'	oyá:jih	o-yá:-jih		
gi̲hęˀgowahneh	gi̲hęˀ-gowa-hneh		river-big-at	‘to the big river’	gi̲hęˀgowáhneh	gi̲hęˀ-gowá-hneh		
gi̲hę:go:wah	gi̲hę:-go:wah		river-big	‘the big river’	gi̲hę:gó:wah	gi̲hę:-gó:wah		
ahsgwaˀgeh	ahsgwa-ˀgeh		roof-on	‘on the roof’	ahsgwáˀgeh	ahsgwá-ˀgeh		
oihwa̲ˀgeh	o-rihwa̲-ˀgeh		it.o-matter-on	‘the reason, idea for something’	oíhwa̲ˀgeh	o-ríhwa̲-ˀgeh		
oihwaˀ	o-rihw-aˀ		it.o-matter-nsf	‘message,word, affair, business’	oíhwaˀ	o-ríhw-aˀ		
adęˀhęˀgeh	adęˀhę-ˀgeh		fence-on	‘on the fence’	adę́ˀhęˀgeh	adę́ˀhę-ˀgeh		
adęˀhęˀ	adęˀh-ęˀ		fence-nsf	‘fence’	adę́ˀhęˀ	adę́ˀh-ęˀ		
snętsaˀgeh	s-nętsa-ˀgeh		you(one).a-arm-on	‘on your (sg.) arm’	snętsáˀgeh	s-nętsá-ˀgeh		
knętsaˀgeh	k-nętsa-ˀgeh		I.a-arm-on	‘on my arm’	knętsáˀgeh	k-nętsá-ˀgeh		
enętsa̲ˀgeh	e-nętsa̲-ˀgeh		she.a-arm-on	‘on her arm’	enę́tsa̲ˀgeh	e-nę́tsa̲-ˀgeh		
otowe̲ˀgeh	o-towe̲-ˀgeh		it.o-cold.stative-on	‘North’	otówe̲ˀgeh	o-tówe̲-ˀgeh		
oto:weˀ	o-to:weˀ		it.o-cold.stative	‘it is cold’	otó:weˀ	o-tó:weˀ		
onenǫ̲ˀgeh	o-nenǫ̲-ˀgeh		it.o-warm.stative-on	‘South’	onénǫ̲ˀgeh	o-nénǫ̲-ˀgeh		
one:nǫˀ	o-ne:nǫˀ		it.o-warm.stative	‘it is mild, warm’	oné:nǫˀ	o-né:nǫˀ		
eˀnikǫhkwaˀgeh	e-ˀnikǫhkwa-ˀgeh		someone-sews.habitual-on	‘sewing room’	eˀnikǫhkwáˀgeh	e-ˀnikǫhkwá-ˀgeh		
eˀnikǫhkwaˀ	e-ˀnikhǫkw-haˀ		she.a-sew-habitual	‘she sews’	eˀníkǫhkwaˀ	e-ˀníkhǫkw-haˀ		
ekǫnya̲ˀtaˀgeh	e-kǫnya̲ˀta-ˀgeh		someone-cooks.habitual-on	‘kitchen’	ekǫnya̲ˀtáˀgeh	e-kǫnya̲ˀtá-ˀgeh		
ekǫnya̲ˀtaˀ	e-kǫnya̲ˀd-haˀ		she.a-cook-habitual	‘she cooks’	ekǫ́nya̲ˀtaˀ	e-kǫ́nya̲ˀd-haˀ		
ga̲hnawiyoˀgeh	ga̲-hnaw-iyo-ˀgeh		it.a-flowing.water-good.stative-on	‘Oklahoma’	Ga̲hnawiyóˀgeh	ga̲-hnaw-iyó-ˀgeh		
ga̲hna:wi:yo:	ga̲-hna:w-i:yo:		it.a-flowing.water-good.stative	‘nice rapids’	ga̲hna:wí:yo:	ga̲-hna:w-í:yo:		
i:ˀgeh	i:-ˀgeh		I-on	‘on my side’; ‘as for me’	í:ˀgeh	i:-ˀgeh		
gi̲hęˀgowahneh	gi̲hęˀ-gowa-hneh		river-big-at	‘to the big river’	gi̲hęˀgowáhneh	gi̲hęˀ-gowá-hneh		
gi̲hę:go:wah	gi̲hę:-go:wah		river-big	‘the big river’	gi̲hę:gó:wah	gi̲hę:-gó:wah		
hęnǫgwe̲hneh	hęn-ǫgwe̲-hneh		they(males).a-people-at	‘men's washroom’	hęnǫ́gwe̲hneh	hęn-ǫ́gwe̲-hneh		
hęnǫ:gweh	hęn-ǫ:gweh		they(males).a-people	‘men’	hęnǫ́:gweh	hęn-ǫ́:gweh		
gęnhehneh	g-ęnhe-hneh		it.a-summer-at	‘summer’	gęnhéhneh	g-ęnhé-hneh		
gwesa̲hsneh	gwesa̲hs-hneh		partridge-at	‘Akwesasne’	Gwésa̲hsneh	gwésa̲hs-hneh		
go̲hsrehneh	go̲hsre-hneh		cold.place-at	‘winter’	go̲hsréhneh	go̲hsré-hneh		
hyaikneh	hya-ik-hneh		berry-ripen-at	‘June’	Hyáikneh	hyá-ik-hneh		
jihsgę̲hneh	jihsgę̲-hneh		corn.husk-at	‘August’	Jíhsgę̲hneh	jíhsgę̲-hneh		
saˀgę̲hneh	saˀgę̲-hneh		cough-at	‘September’	Sáˀgę̲hneh	sáˀgę̲-hneh		
saˀgę̲hnehgo:wah	saˀgę̲-hneh-go:wah		cough-at-big	‘October’	Saˀgę̲hnehgó:wah	saˀgę̲-hneh-gó:wah		
ohwęjagayǫ̲hneh	o-hwęja-gayǫ̲-hneh		it.o-land-old.stative-at	‘Europe’	Ohwęjagáyǫ̲hneh	o-hwęja-gáyǫ̲-hneh		
mariaˀgeh	maria-hneh		maria-at	'at Maria's place' name '	Mariaˀgeh	maria-hneh		
hyaikneh	hya-ik-hneh		berry-ripen-at	'June' (former) atypical word functioning as a ‘noun’	hyáikneh	hya-ik-hneh		
sawęhe:sgeh	sawęhe:s-ˀgeh		sawęhe:s-at	'at Sawęhe:s's place' verb functioning as a ‘name’	Sawęhe:sgeh	sawęhe:s-ˀgeh		
hyaikhne̲hgeh	hya-ik-hne̲h-ˀgeh		berry-ripen-at-on	'berry ripening time' (former) atypical word functioning as a ‘noun’	hyáikhne̲hgeh	hya-ik-hne̲h-ˀgeh		
nigęhne:s	ni-g-ęhn-e:s		partitive-it.a-cloth-long	'just a length of cloth' tsǫ́: ‘just’	nigę́hne:s	ni-g-ę́hn-e:s		
i:yǫ:s	i:-y-ǫ:s		partitive-it.o-long.stative	'it is long'	í:yǫ:s	í:-y-ǫ:s		
ohsno:weˀ	o-hsno:weˀ		it.o-fast.stative	'it is fast, quick'	ohsnó:weˀ	o-hsnó:weˀ		
haksaˀdase:ˀah	ha-ksaˀd-ase:-ˀah		he.a-child-new-diminutive	'teenager'	haksaˀdasé:ˀah	ha-ksaˀd-asé:-ˀah		
haksa:ˀah	ha-ksa:-ˀah		he.a-child-diminutive	'a male child, boy'	haksá:ˀah	ha-ksá:-ˀah		
hehjiˀah	he-hji-ˀah		he:me-older.sibling-diminutive	'my older brother'	hehjíˀah	he-hjí-ˀah		
hehjiˀ	he-hjiˀ		he:me-older.sibling	'pet name for 'my older brother’	hehjiˀ	he-hjiˀ		
kehjiˀah	keh-ji-ˀah		she:me-older.sibling-diminutive	'my older sister'	kehjíˀah	keh-jí-ˀah		
kehjiˀ	ke-hjiˀ		she:me-older.sibling	'pet name for 'my older sister’	kehjiˀ	ke-hjiˀ		
owi:ya:ˀah	o-wi:ya:-ˀah		it.o-offspring-diminutive	'baby'	owi:yá:ˀah	o-wi:yá:-ˀah		
owi:yaˀ	o-wi:y-aˀ		it.o-offspring-nsf	'its young, offspring’ neˀ ‘the’	owí:yaˀ	o-wí:y-aˀ		
ohstwa:sˀah	o-hstwa:-s-ˀah		it.o-shrink-pluralizer-diminutive	‘young animal, little animal, tadpole’	ohstwa:sˀah	o-hstwa:-s-ˀah		
wahstwahs	wa-hstwa-hs		it.a-shrink-habitual	‘it shrinks’	wahstwahs	wa-hstwa-hs		
niyǫ:sˀah	ni-y-ǫ:s-ˀah		partitive-it.a-long.stative-diminutive	‘just a little bit long’	niyǫ́:sˀah	ni-y-ǫ:s-ˀah		
i:yǫ:s	i:-y-ǫ:s		prothetic-it.a-long.stative	‘it is long’	í:yǫ:s	i:-y-ǫ:s		
nigęhne:sˀah	ni-g-ęhn-e:s-ˀah		partitive-it.a-skin-long.stative-diminutive	‘a short length of cloth’	nigęhné:sˀah	ni-g-ęhn-é:s-ˀah		
nigęhne:s	ni-g-ęhn-e:s		partitive-it.a-skin-long.stative	‘a length of cloth, material’	nigę́hne:s	ni-g-ęhn-e:s		
